Order_Line,Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Product_ID,Sales,Quantity,Discount,Profit,Payment_Mode
9177,OF-2023-125290,4/29/2023,5/3/2023,Second Class,CC-12430,OFF-AR-10001216,13.9,5,0,3.614,Online
9178,OF-2023-125290,4/29/2023,5/3/2023,Second Class,CC-12430,OFF-PA-10003127,26.38,1,0,12.1348,COD
9179,OF-2023-154109,4/29/2023,5/4/2023,Standard Class,ML-17410,FUR-CH-10003774,127.372,2,0.3,-30.9332,Offline
9180,OF-2023-154109,4/29/2023,5/4/2023,Standard Class,ML-17410,OFF-PA-10000157,47.952,3,0.2,16.1838,Offline
9181,ON-2023-153948,4/29/2023,4/29/2023,Same Day,FM-14290,OFF-PA-10000157,59.94,3,0,28.1718,Online
9182,ON-2023-153948,4/29/2023,4/29/2023,Same Day,FM-14290,OFF-PA-10002764,45.36,4,0,22.2264,Online
9183,ON-2023-153948,4/29/2023,4/29/2023,Same Day,FM-14290,OFF-PA-10000143,26.4,5,0,12.672,Online
9184,ON-2023-153948,4/29/2023,4/29/2023,Same Day,FM-14290,OFF-LA-10000414,41.4,4,0,19.872,Offline
9185,ON-2023-153948,4/29/2023,4/29/2023,Same Day,FM-14290,TEC-AC-10003441,16.95,1,0,1.017,Offline
9186,OF-2023-144596,4/29/2023,5/3/2023,Standard Class,CD-11980,OFF-PA-10003302,318.96,9,0,149.9112,Online
9187,OF-2023-107174,4/29/2023,5/6/2023,Standard Class,AB-10060,FUR-TA-10004575,2036.86,7,0,366.6348,Offline
9188,OF-2023-107174,4/29/2023,5/6/2023,Standard Class,AB-10060,FUR-CH-10003312,449.568,2,0.2,-73.0548,COD
9189,OF-2023-107174,4/29/2023,5/6/2023,Standard Class,AB-10060,TEC-AC-10001465,108.96,3,0,32.688,Offline
9190,ON-2023-119319,4/29/2023,5/2/2023,Second Class,LC-17050,FUR-FU-10003878,30.56,5,0.6,-19.864,Online
9191,OF-2023-106691,4/29/2023,5/5/2023,Standard Class,CC-12370,OFF-BI-10000145,1.248,2,0.8,-1.9344,Online
9192,OF-2023-150504,4/29/2023,5/5/2023,Standard Class,HG-14845,OFF-ST-10000615,18.16,2,0.2,1.816,Online
9193,OF-2023-122504,4/30/2023,5/5/2023,Second Class,DB-13270,TEC-AC-10003289,59.97,3,0,13.7931,Offline
9194,OF-2023-122504,4/30/2023,5/5/2023,Second Class,DB-13270,TEC-PH-10002468,761.544,7,0.2,66.6351,Online
9195,OF-2023-149888,4/30/2023,5/6/2023,Standard Class,EP-13915,TEC-PH-10003811,359.97,5,0.4,-71.994,Online
9196,OF-2023-149888,4/30/2023,5/6/2023,Standard Class,EP-13915,FUR-TA-10000849,350.352,4,0.4,-140.1408,Online
9197,OF-2023-152737,4/30/2023,5/5/2023,Standard Class,TS-21505,OFF-BI-10002982,21.792,4,0.2,7.6272,Offline
9198,OF-2023-152737,4/30/2023,5/5/2023,Standard Class,TS-21505,TEC-AC-10004975,439.8,4,0,145.134,COD
9199,OF-2023-132346,4/30/2023,5/4/2023,Standard Class,PK-19075,OFF-AP-10000696,100.94,7,0,33.3102,Offline
9200,OF-2023-113572,4/30/2023,5/4/2023,Standard Class,FP-14320,TEC-AC-10002370,7.88,4,0,2.5216,Online
9201,OF-2023-113460,4/30/2023,5/2/2023,Second Class,KN-16390,FUR-CH-10000422,272.97,3,0,43.6752,Offline
9202,OF-2023-163188,4/30/2023,4/30/2023,Same Day,EC-14050,OFF-BI-10000756,38.16,9,0,19.08,Online
9203,OF-2023-143658,5/1/2023,5/6/2023,Second Class,SR-20425,OFF-AR-10002818,109.9,5,0,32.97,Online
9204,OF-2023-155621,5/1/2023,5/6/2023,Standard Class,KN-16450,FUR-FU-10003535,274.2,10,0,112.422,Offline
9205,OF-2023-161018,5/2/2023,5/4/2023,Second Class,PN-18775,FUR-FU-10000629,96.53,7,0,40.5426,Online
9206,OF-2023-158246,5/2/2023,5/4/2023,First Class,JB-15400,FUR-CH-10003061,215.976,3,0.2,-2.6997,Online
9207,OF-2023-159597,5/2/2023,5/7/2023,Standard Class,MC-17590,OFF-ST-10002289,63.56,2,0,3.178,Online
9208,OF-2023-159597,5/2/2023,5/7/2023,Standard Class,MC-17590,TEC-AC-10004171,99.99,1,0,43.9956,Offline
9209,OF-2023-152912,5/2/2023,5/5/2023,Second Class,BM-11650,OFF-BI-10004728,9.64,2,0,4.4344,Online
9210,OF-2023-152912,5/2/2023,5/5/2023,Second Class,BM-11650,TEC-AC-10004666,826.62,3,0,355.4466,COD
9211,OF-2023-152912,5/2/2023,5/5/2023,Second Class,BM-11650,OFF-ST-10003208,1633.14,9,0,473.6106,Online
9212,OF-2023-152912,5/2/2023,5/5/2023,Second Class,BM-11650,OFF-ST-10003208,544.38,3,0,157.8702,Online
9213,ON-2023-141852,5/2/2023,5/7/2023,Standard Class,JE-15745,FUR-FU-10000023,47.12,8,0,20.7328,Online
9214,OF-2023-119494,5/2/2023,5/6/2023,Standard Class,JE-15610,FUR-CH-10004675,523.392,3,0.2,52.3392,Offline
9215,OF-2023-159667,5/2/2023,5/6/2023,Standard Class,PM-19135,TEC-AC-10002567,191.976,3,0.2,38.3952,COD
9216,OF-2023-159667,5/2/2023,5/6/2023,Standard Class,PM-19135,TEC-PH-10004094,499.168,4,0.2,31.198,Offline
9217,ON-2023-155425,5/3/2023,5/4/2023,First Class,AB-10600,OFF-BI-10001036,38.388,14,0.7,-25.592,Offline
9218,ON-2023-155425,5/3/2023,5/4/2023,First Class,AB-10600,TEC-MA-10003183,95.994,2,0.7,-63.996,Online
9219,ON-2023-155425,5/3/2023,5/4/2023,First Class,AB-10600,TEC-AC-10001314,239.952,6,0.2,-35.9928,Online
9220,ON-2023-155425,5/3/2023,5/4/2023,First Class,AB-10600,TEC-PH-10002563,201.584,2,0.2,15.1188,Online
9221,ON-2023-155425,5/3/2023,5/4/2023,First Class,AB-10600,FUR-CH-10003312,899.136,4,0.2,-146.1096,Offline
9222,OF-2023-104640,5/3/2023,5/9/2023,Standard Class,FH-14275,OFF-BI-10003925,931.176,3,0.2,314.2719,Offline
9223,OF-2023-104640,5/3/2023,5/9/2023,Standard Class,FH-14275,TEC-PH-10002200,430.88,2,0,124.9552,Online
9224,OF-2023-161739,5/3/2023,5/8/2023,Second Class,EB-13750,FUR-FU-10001468,341.96,5,0.6,-427.45,Offline
9225,OF-2023-163874,5/3/2023,5/5/2023,Second Class,NC-18535,OFF-BI-10000088,26.352,3,0.2,9.5526,Online
9226,OF-2023-142671,5/3/2023,5/7/2023,Second Class,DR-12940,OFF-BI-10004099,11.52,5,0.7,-7.68,Online
9227,OF-2023-162096,5/3/2023,5/3/2023,Same Day,TB-21190,OFF-AR-10002221,7.8,3,0,2.106,Online
9228,ON-2023-128447,5/3/2023,5/10/2023,Standard Class,MC-17845,OFF-AP-10004540,400.8,5,0,112.224,COD
9229,ON-2023-128447,5/3/2023,5/10/2023,Standard Class,MC-17845,OFF-BI-10001543,28.792,1,0.2,10.0772,Online
9230,OF-2023-141138,5/3/2023,5/9/2023,Standard Class,GH-14425,TEC-AC-10001772,111.79,7,0,43.5981,Offline
9231,OF-2023-137624,5/3/2023,5/10/2023,Standard Class,ME-17320,FUR-CH-10001714,241.424,2,0.2,-36.2136,Online
9232,OF-2023-150959,5/4/2023,5/6/2023,First Class,TD-20995,OFF-LA-10001045,10.44,5,0.2,3.393,Online
9233,OF-2023-150959,5/4/2023,5/6/2023,First Class,TD-20995,OFF-BI-10001510,18.336,4,0.8,-32.088,COD
9234,OF-2023-143455,5/4/2023,5/11/2023,Standard Class,ML-17755,OFF-PA-10004451,10.368,2,0.2,3.6288,Online
9235,OF-2023-110842,5/4/2023,5/9/2023,Standard Class,GA-14725,OFF-AP-10003971,10.89,1,0,2.8314,Online
9236,OF-2023-110842,5/4/2023,5/9/2023,Standard Class,GA-14725,OFF-PA-10000520,19.44,3,0,9.3312,Online
9237,OF-2023-110842,5/4/2023,5/9/2023,Standard Class,GA-14725,OFF-BI-10000977,121.6,5,0.2,39.52,Online
9238,OF-2023-157483,5/4/2023,5/11/2023,Standard Class,EP-13915,OFF-AR-10004260,181.86,7,0,50.9208,Online
9239,OF-2023-120327,5/4/2023,5/9/2023,Standard Class,WB-21850,OFF-FA-10004854,45.92,4,0,21.5824,Offline
9240,OF-2023-143217,5/4/2023,5/10/2023,Standard Class,CG-12040,OFF-BI-10002949,18.24,3,0,8.5728,Online
9241,OF-2023-154137,5/4/2023,5/10/2023,Standard Class,MT-17815,OFF-ST-10003324,35.48,1,0,0,Online
9242,OF-2023-158561,5/4/2023,5/9/2023,Second Class,BB-11545,OFF-AP-10002651,1158.12,5,0.2,130.2885,Online
9243,OF-2023-115448,5/4/2023,5/7/2023,First Class,MH-18025,FUR-FU-10004090,88.92,5,0.2,14.4495,Online
9244,OF-2023-148985,5/4/2023,5/8/2023,Second Class,TB-21190,FUR-FU-10001424,34.92,4,0,11.8728,Online
9245,ON-2023-116491,5/4/2023,5/6/2023,First Class,PG-18820,TEC-PH-10004531,35.184,2,0.2,12.3144,Online
9246,OF-2023-167976,5/4/2023,5/7/2023,Second Class,JL-15505,OFF-SU-10004661,25.5,3,0,6.63,Online
9247,OF-2023-160514,5/5/2023,5/9/2023,Standard Class,DB-13120,OFF-PA-10002479,10.56,2,0,4.752,Online
9248,OF-2023-134978,5/5/2023,5/8/2023,Second Class,EB-13705,OFF-BI-10003274,15.92,5,0.2,5.373,Online
9249,OF-2023-130386,5/5/2023,5/11/2023,Standard Class,NG-18430,OFF-PA-10002749,16.056,3,0.2,5.8203,Online
9250,OF-2023-130386,5/5/2023,5/11/2023,Standard Class,NG-18430,OFF-PA-10003823,223.056,9,0.2,69.705,Offline
9251,OF-2023-130386,5/5/2023,5/11/2023,Standard Class,NG-18430,OFF-ST-10003716,540.048,3,0.2,-47.2542,Online
9252,ON-2023-116659,5/5/2023,5/5/2023,Same Day,NG-18355,TEC-PH-10002824,370.782,3,0.4,-92.6955,COD
9253,OF-2023-134915,5/5/2023,5/5/2023,Same Day,EM-14140,TEC-AC-10001266,41.6,4,0.2,13,Online
9254,OF-2023-134915,5/5/2023,5/5/2023,Same Day,EM-14140,OFF-PA-10002160,23.12,5,0.2,8.381,Online
9255,OF-2023-134915,5/5/2023,5/5/2023,Same Day,EM-14140,FUR-CH-10004875,113.888,2,0.2,9.9652,Online
9256,OF-2023-134915,5/5/2023,5/5/2023,Same Day,EM-14140,FUR-FU-10000305,113.568,2,0.2,-5.6784,Online
9257,OF-2023-134915,5/5/2023,5/5/2023,Same Day,EM-14140,TEC-PH-10000347,7.92,2,0.2,0.693,Online
9258,OF-2023-134915,5/5/2023,5/5/2023,Same Day,EM-14140,TEC-PH-10001459,671.984,2,0.2,50.3988,Offline
9259,OF-2023-164168,5/5/2023,5/11/2023,Standard Class,LS-16975,OFF-BI-10000666,30.56,5,0.8,-45.84,COD
9260,OF-2023-164168,5/5/2023,5/11/2023,Standard Class,LS-16975,OFF-ST-10002583,77.952,3,0.2,-15.5904,Offline
9261,OF-2023-164168,5/5/2023,5/11/2023,Standard Class,LS-16975,TEC-PH-10004908,67.992,1,0.2,8.499,Online
9262,OF-2023-164168,5/5/2023,5/11/2023,Standard Class,LS-16975,OFF-EN-10001219,12.224,2,0.2,4.4312,Online
9263,OF-2023-164168,5/5/2023,5/11/2023,Standard Class,LS-16975,TEC-AC-10004568,44.784,2,0.2,-0.5598,Online
9264,OF-2023-164168,5/5/2023,5/11/2023,Standard Class,LS-16975,FUR-FU-10001756,22.848,3,0.6,-17.7072,Online
9265,OF-2023-122644,5/5/2023,5/10/2023,Standard Class,SF-20965,OFF-PA-10003673,10.848,2,0.2,3.5256,Online
9266,OF-2023-122644,5/5/2023,5/10/2023,Standard Class,SF-20965,TEC-AC-10003614,18.544,2,0.2,3.0134,Offline
9267,OF-2023-164364,5/5/2023,5/9/2023,Standard Class,CS-12355,OFF-LA-10004853,9.96,2,0,4.5816,Offline
9268,OF-2023-164364,5/5/2023,5/9/2023,Standard Class,CS-12355,OFF-AR-10000315,9.21,3,0,2.3025,Offline
9269,OF-2023-164364,5/5/2023,5/9/2023,Standard Class,CS-12355,OFF-SU-10000381,27.93,3,0,8.0997,Online
9270,ON-2023-136707,5/5/2023,5/8/2023,First Class,JE-15610,OFF-BI-10003460,14.016,4,0.2,4.9056,Online
9271,OF-2023-149944,5/5/2023,5/9/2023,Second Class,MB-17305,OFF-FA-10003495,18.24,3,0,9.12,COD
9272,OF-2023-149944,5/5/2023,5/9/2023,Second Class,MB-17305,OFF-AP-10004708,76.12,2,0,22.0748,Offline
9273,OF-2023-154088,5/5/2023,5/10/2023,Standard Class,LB-16735,OFF-PA-10003651,26.72,5,0.2,9.352,Online
9274,ON-2023-132220,5/5/2023,5/9/2023,Standard Class,DJ-13510,TEC-AC-10004227,62.352,6,0.2,-10.9116,Offline
9275,ON-2023-125808,5/5/2023,5/8/2023,Second Class,EP-13915,OFF-PA-10001846,11.56,2,0,5.6644,Online
9276,OF-2023-166835,5/5/2023,5/7/2023,Second Class,DK-13375,OFF-ST-10002574,221.024,2,0.2,-55.256,Offline
9277,ON-2023-119662,5/6/2023,5/9/2023,First Class,CS-12400,OFF-ST-10003656,230.376,3,0.2,-48.9549,Online
9278,ON-2023-124926,5/6/2023,5/11/2023,Second Class,ME-17320,OFF-AP-10004868,9.324,6,0.8,-24.7086,Offline
9279,ON-2023-165344,5/6/2023,5/8/2023,First Class,SB-20290,TEC-AC-10002399,60.864,4,0.2,9.1296,Online
9280,ON-2023-165344,5/6/2023,5/8/2023,First Class,SB-20290,TEC-MA-10002210,652.995,7,0.7,-935.9595,Online
9281,ON-2023-165344,5/6/2023,5/8/2023,First Class,SB-20290,OFF-BI-10003196,11.22,10,0.7,-7.48,Online
9282,OF-2023-160416,5/6/2023,5/11/2023,Second Class,AD-10180,TEC-AC-10004114,163.96,4,0,70.5028,Offline
9283,OF-2023-165204,5/6/2023,5/9/2023,Second Class,MN-17935,OFF-PA-10003424,8.904,3,0.2,3.339,Online
9284,OF-2023-165204,5/6/2023,5/9/2023,Second Class,MN-17935,OFF-ST-10003716,720.064,4,0.2,-63.0056,Online
9285,OF-2023-122490,5/6/2023,5/11/2023,Standard Class,TT-21070,FUR-CH-10001215,2404.704,6,0.2,150.294,Offline
9286,OF-2023-122490,5/6/2023,5/11/2023,Standard Class,TT-21070,OFF-BI-10001718,563.024,11,0.2,190.0206,Online
9287,OF-2023-122490,5/6/2023,5/11/2023,Standard Class,TT-21070,OFF-ST-10000991,344.91,3,0,10.3473,Online
9288,OF-2023-122490,5/6/2023,5/11/2023,Standard Class,TT-21070,OFF-LA-10001613,8.64,3,0,4.2336,Online
9289,ON-2023-153633,5/6/2023,5/11/2023,Second Class,TC-21295,OFF-AR-10002335,2.064,1,0.2,0.1548,Online
9290,OF-2023-113873,5/6/2023,5/12/2023,Standard Class,KE-16420,OFF-ST-10000943,61.792,4,0.2,6.1792,Online
9291,OF-2023-113873,5/6/2023,5/12/2023,Standard Class,KE-16420,FUR-BO-10003441,205.9992,3,0.32,-27.2646,Online
9292,OF-2023-159156,5/6/2023,5/9/2023,First Class,KB-16600,TEC-PH-10004389,629.95,5,0,163.787,Offline
9293,OF-2023-112844,5/6/2023,5/9/2023,Second Class,SP-20620,TEC-PH-10003988,43.6,4,0,12.208,COD
9294,OF-2023-112844,5/6/2023,5/9/2023,Second Class,SP-20620,FUR-FU-10004845,154.95,3,0,30.99,COD
9295,OF-2023-133620,5/6/2023,5/11/2023,Standard Class,EM-14065,OFF-ST-10004634,11.21,1,0,3.363,Online
9296,ON-2023-102904,5/6/2023,5/13/2023,Standard Class,CB-12025,TEC-AC-10000927,239.92,8,0,23.992,Offline
9297,OF-2023-123624,5/6/2023,5/10/2023,Second Class,SE-20110,TEC-AC-10000682,82.95,5,0,29.0325,Online
9298,ON-2023-140312,5/6/2023,5/12/2023,Standard Class,KL-16645,TEC-PH-10003442,22,5,0.2,1.375,Online
9299,OF-2023-138611,5/7/2023,5/10/2023,Second Class,CK-12595,TEC-PH-10000011,119.94,10,0.4,15.992,Offline
9300,OF-2023-138611,5/7/2023,5/10/2023,Second Class,CK-12595,OFF-BI-10002949,3.648,2,0.7,-2.7968,COD
9301,OF-2023-152142,5/7/2023,5/12/2023,Standard Class,LW-16990,FUR-CH-10002965,321.568,2,0.2,28.1372,Offline
9302,OF-2023-106943,5/7/2023,5/12/2023,Standard Class,FO-14305,OFF-BI-10003669,8.64,2,0.2,3.024,Online
9303,ON-2023-136679,5/7/2023,5/11/2023,Standard Class,XP-21865,TEC-AC-10004855,167.952,6,0.2,-27.2922,Online
9304,ON-2023-136679,5/7/2023,5/11/2023,Standard Class,XP-21865,OFF-AR-10003582,45.04,2,0.2,4.504,Online
9305,OF-2023-137323,5/7/2023,5/11/2023,Second Class,PW-19030,OFF-ST-10003996,96.36,6,0,25.0536,Online
9306,OF-2023-142489,5/7/2023,5/9/2023,Second Class,TC-21295,OFF-BI-10003684,21.99,5,0.8,-32.985,Offline
9307,ON-2023-118157,5/7/2023,5/10/2023,First Class,AW-10930,OFF-EN-10004459,15.28,2,0,7.4872,Online
9308,OF-2023-124261,5/7/2023,5/12/2023,Standard Class,JE-15715,OFF-AR-10003504,34.24,8,0,9.9296,Online
9309,OF-2023-108112,5/8/2023,5/13/2023,Standard Class,DK-12895,FUR-FU-10003553,220.064,4,0.2,55.016,COD
9310,OF-2023-108112,5/8/2023,5/13/2023,Standard Class,DK-12895,FUR-FU-10001488,339.136,4,0.2,0,Online
9311,ON-2023-157896,5/9/2023,5/9/2023,Same Day,CB-12415,OFF-PA-10004092,146.82,3,0,73.41,Online
9312,OF-2023-137022,5/9/2023,5/15/2023,Standard Class,SW-20275,OFF-ST-10001963,811.28,8,0,24.3384,Online
9313,OF-2023-136308,5/9/2023,5/9/2023,Same Day,MW-18235,TEC-MA-10000488,1919.976,3,0.2,215.9973,Offline
9314,OF-2023-100601,5/9/2023,5/13/2023,Standard Class,JK-15370,OFF-ST-10002486,48.86,7,0,0.9772,Online
9315,OF-2023-108091,5/9/2023,5/14/2023,Standard Class,EK-13795,OFF-AR-10000255,23.36,4,0,6.0736,Offline
9316,ON-2023-114657,5/9/2023,5/14/2023,Standard Class,MH-18115,TEC-MA-10003173,52.44,4,0,24.1224,Online
9317,ON-2023-107888,5/9/2023,5/12/2023,First Class,CC-12220,OFF-PA-10001363,73.68,6,0,34.6296,Online
9318,ON-2023-107888,5/9/2023,5/12/2023,First Class,CC-12220,FUR-FU-10003394,139.92,2,0,23.7864,Online
9319,ON-2023-107888,5/9/2023,5/12/2023,First Class,CC-12220,TEC-PH-10003171,107.88,3,0.2,10.788,Online
9320,ON-2023-107888,5/9/2023,5/12/2023,First Class,CC-12220,OFF-ST-10003123,33.29,1,0,7.9896,Online
9321,ON-2023-118598,5/9/2023,5/9/2023,Same Day,CM-12190,TEC-PH-10002583,119.94,6,0,5.997,Online
9322,OF-2023-122945,5/9/2023,5/15/2023,Standard Class,MB-18085,FUR-FU-10001196,17.31,3,0,5.193,Online
9323,OF-2023-121678,5/9/2023,5/13/2023,Second Class,BM-11650,OFF-BI-10002949,1.824,1,0.7,-1.3984,Online
9324,OF-2023-160633,5/9/2023,5/14/2023,Standard Class,BS-11380,TEC-CO-10002095,899.982,3,0.4,74.9985,Offline
9325,OF-2023-160633,5/9/2023,5/14/2023,Standard Class,BS-11380,OFF-AR-10004022,86.352,3,0.2,5.397,Online
9326,OF-2023-160633,5/9/2023,5/14/2023,Standard Class,BS-11380,TEC-AC-10002335,139.96,5,0.2,-1.7495,Online
9327,OF-2023-157448,5/9/2023,5/13/2023,Standard Class,LC-16885,FUR-FU-10003268,119.94,3,0,23.988,COD
9328,OF-2023-157448,5/9/2023,5/13/2023,Standard Class,LC-16885,FUR-FU-10001847,12.42,3,0,4.4712,Offline
9329,OF-2023-165687,5/10/2023,5/16/2023,Standard Class,CS-12355,OFF-AP-10004036,35.04,2,0,12.264,Online
9330,OF-2023-138163,5/10/2023,5/13/2023,First Class,XP-21865,OFF-AR-10001958,50.94,3,0,14.2632,Online
9331,OF-2023-124674,5/10/2023,5/16/2023,Standard Class,JB-16000,FUR-BO-10002202,327.7328,2,0.32,-14.4588,Offline
9332,OF-2023-166709,5/10/2023,5/15/2023,Standard Class,HL-15040,TEC-CO-10004722,10499.97,3,0,5039.9856,Online
9333,OF-2023-141719,5/10/2023,5/14/2023,Second Class,EG-13900,TEC-AC-10003610,239.96,5,0.2,83.986,Online
9334,OF-2023-128265,5/10/2023,5/15/2023,Second Class,VW-21775,OFF-ST-10000142,1247.64,3,0,349.3392,Online
9335,OF-2023-118122,5/10/2023,5/17/2023,Standard Class,GG-14650,OFF-BI-10002103,13.904,2,0.2,4.5188,Online
9336,OF-2023-158120,5/10/2023,5/14/2023,Standard Class,KH-16330,OFF-PA-10003205,19.608,3,0.2,6.6177,Online
9337,OF-2023-158120,5/10/2023,5/14/2023,Standard Class,KH-16330,OFF-BI-10002813,4.158,7,0.7,-3.465,Offline
9338,OF-2023-100902,5/10/2023,5/14/2023,Standard Class,CK-12595,OFF-PA-10002558,268.24,7,0.2,93.884,Online
9339,OF-2023-100902,5/10/2023,5/14/2023,Standard Class,CK-12595,TEC-AC-10003174,431.16,5,0.2,107.79,Online
9340,ON-2023-155866,5/10/2023,5/14/2023,Standard Class,CC-12370,OFF-PA-10004735,38.88,6,0,18.6624,Online
9341,ON-2023-155866,5/10/2023,5/14/2023,Standard Class,CC-12370,FUR-FU-10004091,187.76,4,0,76.9816,COD
9342,ON-2023-116505,5/10/2023,5/14/2023,Second Class,TB-21625,OFF-BI-10000050,43.8,6,0,20.586,Online
9343,OF-2023-163629,5/10/2023,5/14/2023,Standard Class,RA-19885,TEC-AC-10001539,79.99,1,0,28.7964,Offline
9344,OF-2023-163629,5/10/2023,5/14/2023,Standard Class,RA-19885,TEC-PH-10004006,206.1,5,0,55.647,Offline
9345,ON-2023-132444,5/11/2023,5/14/2023,First Class,CD-12280,OFF-ST-10003442,169.68,6,0,45.8136,Online
9346,ON-2023-132444,5/11/2023,5/14/2023,First Class,CD-12280,TEC-AC-10003832,132.52,4,0,54.3332,Online
9347,ON-2023-132444,5/11/2023,5/14/2023,First Class,CD-12280,OFF-FA-10000611,2.96,2,0,1.4208,Online
9348,ON-2023-132444,5/11/2023,5/14/2023,First Class,CD-12280,OFF-BI-10001116,8.448,2,0.2,2.9568,Online
9349,ON-2023-132444,5/11/2023,5/14/2023,First Class,CD-12280,OFF-ST-10000563,95.94,3,0,9.594,Online
9350,ON-2023-158946,5/11/2023,5/16/2023,Standard Class,JW-15220,OFF-AR-10001860,38.864,7,0.2,7.7728,Online
9351,OF-2023-143434,5/11/2023,5/17/2023,Standard Class,ME-17320,FUR-FU-10002597,19.76,4,0,8.2992,COD
9352,OF-2023-167871,5/11/2023,5/16/2023,Standard Class,AF-10870,OFF-PA-10001977,44.384,1,0.2,15.5344,Online
9353,OF-2023-167871,5/11/2023,5/16/2023,Standard Class,AF-10870,OFF-SU-10001225,2.944,1,0.2,-0.6624,Online
9354,OF-2023-104913,5/11/2023,5/15/2023,Standard Class,DK-13090,TEC-PH-10000923,74.95,5,0,36.7255,Online
9355,OF-2023-104864,5/11/2023,5/16/2023,Second Class,JS-15685,OFF-ST-10002301,81.36,5,0.2,-19.323,Online
9356,OF-2023-104864,5/11/2023,5/16/2023,Second Class,JS-15685,OFF-BI-10001636,20.232,8,0.7,-16.1856,Online
9357,OF-2023-104864,5/11/2023,5/16/2023,Second Class,JS-15685,OFF-AP-10002684,389.056,4,0.2,48.632,Offline
9358,OF-2023-104864,5/11/2023,5/16/2023,Second Class,JS-15685,OFF-PA-10004609,20.736,4,0.2,7.2576,Online
9359,OF-2023-104864,5/11/2023,5/16/2023,Second Class,JS-15685,OFF-PA-10003309,41.472,8,0.2,14.5152,Online
9360,OF-2023-160122,5/11/2023,5/16/2023,Standard Class,RD-19930,OFF-EN-10002592,55.584,6,0.2,20.844,Online
9361,OF-2023-160122,5/11/2023,5/16/2023,Standard Class,RD-19930,FUR-CH-10000422,127.386,2,0.3,-25.4772,Offline
9362,OF-2023-107825,5/11/2023,5/11/2023,Same Day,NB-18655,OFF-ST-10001321,92.52,6,0,24.9804,COD
9363,OF-2023-107825,5/11/2023,5/11/2023,Same Day,NB-18655,OFF-ST-10000777,37.76,1,0,10.5728,Online
9364,OF-2023-107825,5/11/2023,5/11/2023,Same Day,NB-18655,OFF-LA-10003720,7.38,2,0,3.4686,Offline
9365,OF-2023-107825,5/11/2023,5/11/2023,Same Day,NB-18655,FUR-FU-10000206,5.82,2,0,2.7354,Online
9366,ON-2023-152380,5/12/2023,5/16/2023,Standard Class,JH-15910,FUR-TA-10002533,219.075,3,0.5,-131.445,Offline
9367,OF-2023-162929,5/12/2023,5/15/2023,First Class,AS-10135,OFF-BI-10000404,41.28,6,0.2,13.932,Online
9368,OF-2023-162929,5/12/2023,5/15/2023,First Class,AS-10135,OFF-PA-10002986,13.36,2,0,6.4128,Offline
9369,OF-2023-121468,5/12/2023,5/13/2023,First Class,KD-16345,TEC-PH-10000376,31.968,4,0.2,2.3976,Online
9370,OF-2023-158876,5/12/2023,5/14/2023,Second Class,AB-10150,OFF-PA-10000308,16.896,4,0.2,5.28,COD
9371,OF-2023-158876,5/12/2023,5/14/2023,Second Class,AB-10150,OFF-SU-10001165,6.672,1,0.2,0.5004,Online
9372,OF-2023-158876,5/12/2023,5/14/2023,Second Class,AB-10150,OFF-AR-10003373,99.136,4,0.2,8.6744,Offline
9373,OF-2023-158876,5/12/2023,5/14/2023,Second Class,AB-10150,FUR-FU-10001967,15.992,2,0.6,-13.993,Offline
9374,ON-2023-139969,5/12/2023,5/19/2023,Standard Class,AF-10870,FUR-CH-10001973,233.058,3,0.3,-53.2704,Offline
9375,ON-2023-137491,5/12/2023,5/18/2023,Standard Class,LC-16930,FUR-CH-10004675,305.312,2,0.3,-8.7232,Online
9376,OF-2023-101042,5/12/2023,5/16/2023,Standard Class,AB-10105,FUR-FU-10004665,821.88,6,0,213.6888,Online
9377,OF-2023-101042,5/12/2023,5/16/2023,Standard Class,AB-10105,OFF-BI-10000088,21.96,2,0,10.7604,Online
9378,OF-2023-126242,5/12/2023,5/17/2023,Standard Class,MC-18100,OFF-ST-10000675,305.01,9,0,76.2525,Online
9379,OF-2023-126242,5/12/2023,5/17/2023,Standard Class,MC-18100,FUR-FU-10002685,18.7,1,0,7.106,Online
9380,OF-2023-168858,5/12/2023,5/16/2023,Standard Class,JD-16150,OFF-EN-10001415,16.74,3,0,8.37,Online
9381,OF-2023-168858,5/12/2023,5/16/2023,Standard Class,JD-16150,OFF-AP-10003849,2504.74,7,0,626.185,Online
9382,OF-2023-112529,5/12/2023,5/14/2023,First Class,SC-20770,FUR-TA-10002622,718.116,6,0.3,-71.8116,Online
9383,OF-2023-112529,5/12/2023,5/14/2023,First Class,SC-20770,OFF-AR-10001915,31.776,4,0.2,8.7384,Offline
9384,OF-2023-110926,5/12/2023,5/16/2023,Standard Class,DD-13570,OFF-FA-10000624,25.06,7,0,12.53,Online
9385,OF-2023-131254,5/12/2023,5/14/2023,First Class,NC-18415,FUR-CH-10003774,191.058,3,0.3,-46.3998,Offline
9386,OF-2023-131254,5/12/2023,5/14/2023,First Class,NC-18415,OFF-AR-10003876,13.04,5,0.2,3.912,Online
9387,OF-2023-131254,5/12/2023,5/14/2023,First Class,NC-18415,OFF-BI-10003527,1525.188,6,0.8,-2287.782,Online
9388,ON-2023-108014,5/12/2023,5/18/2023,Standard Class,JH-15430,OFF-BI-10003984,59.913,7,0.7,-45.9333,Offline
